x,y,z,px,py,pz,phi,theta,charge
-4.450713,1.413834,20.000000,-2.852117,1.348532,-3.075403,2.699926,2.343443,-1.000000
1.413506,1.839818,20.000000,0.210952,0.938774,-3.934001,1.349757,2.901720,-1.000000
2.425959,-1.820744,20.000000,-3.156074,0.043913,-5.799770,3.127680,2.643194,1.000000
1.635603,2.894708,20.000000,0.076541,0.575934,-0.500735,1.438672,2.282132,1.000000
1.660109,-4.082990,20.000000,-1.041763,5.814998,-5.477832,1.748067,2.318467,1.000000
4.128804,3.411582,20.000000,-0.445936,0.235953,-0.748800,2.654922,2.548695,1.000000
-1.687415,-0.200445,20.000000,-0.731632,-0.248087,-0.543950,3.468513,2.184267,1.000000
-0.658504,-0.336848,20.000000,-0.173344,-0.342952,-2.427324,4.244393,2.984585,1.000000
0.100311,-0.356595,20.000000,0.326624,0.623088,-0.949933,1.087975,2.504144,1.000000
-4.682917,-1.456702,20.000000,2.081833,2.327878,-5.022391,0.841137,2.585289,1.000000
4.472791,-2.218484,20.000000,0.188806,-0.709271,-1.195693,4.972553,2.591055,1.000000
-0.498257,3.520647,20.000000,0.099096,-0.470897,-1.893336,4.919803,2.892702,1.000000
-4.995531,-0.707763,20.000000,-0.003989,-0.004523,-0.032901,3.989627,2.960295,1.000000
3.314520,-4.160073,20.000000,0.574960,-1.099123,-1.688005,5.194352,2.507861,1.000000
